,공고명,회사명,직무,마감일,고용 형태,근무지,학력,기술 스택,링크
637,무선통신 장비개발 담당자(사원~대리급/ 안양근무),에치에프알,하드웨어 엔지니어,,,"경기 안양시 동안구 학의로 282 (관양동, 금강펜테리움IT타워) B동 5층",,[],https://www.wanted.co.kr///wd/155389
638,제품 개발/회로 설계 개발자,센텍코리아,하드웨어 엔지니어,,,경기 경기도 파주시 지목로75번길 21-6 (신촌동),,"['제품 개발', 'CAD', 'AutoCAD', '회로 설계', 'ORCAD', '샘플 준비', '회로 분석', '샘플 관리', 'ADC']",https://www.wanted.co.kr///wd/143457
639,통신 중계기 Hardware Engineer,삼지전자,하드웨어 엔지니어,,,경기 경기도 화성시 금곡로 63-27,,"['CAD', 'FPGA', 'ORCAD']",https://www.wanted.co.kr///wd/108455
640,FPGA 프로그래머,넷커스터마이즈,하드웨어 엔지니어,,,대전 대전시 유성구 유성대로 1184번길 29,,"['FPGA', 'Verilog']",https://www.wanted.co.kr///wd/87499
641,백엔드(PHP) 개발자,에이치엠씨네트웍스,PHP 개발자,,,"서울 서울시 강남구 테헤란로 8길 37, 한동빌딩 3층,5층",,"['MySQL', 'PHP', 'Laravel']",https://www.wanted.co.kr///wd/150376
642,PHP 웹서비스 개발자,비엠스마일,PHP 개발자,,,서울 서울특별시 강남구 테헤란로44길 8 4층,,[],https://www.wanted.co.kr///wd/139470
643,블록체인 코어 개발자(신입),심버스,블록체인 플랫폼 엔지니어,,,서울 강서구 마곡중앙로171 프라이빗타워2차 1207호1208호,,[],https://www.wanted.co.kr///wd/149506
644,[병역특례 전문연구요원] 블록체인 엔지니어,페어스퀘어랩,블록체인 플랫폼 엔지니어,,,서울 강남구 신사동,,"['Git', 'Github', 'Linux', 'MySQL', 'Ruby on Rails', 'C / C++', 'JavaScript', 'Python', 'Rust', 'TypeScript', 'AWS', 'Docker', 'Golang']",https://www.wanted.co.kr///wd/161257
645,모바일 앱 개발자(Flutter),코멘토,크로스플랫폼 앱 개발자,,,"서울 서울특별시 중구 한강대로 416, 서울스퀘어 15층 101호",,"['Git', 'Github', 'VueJS', 'CSS', 'HTML', 'JavaScript', 'PHP', 'AWS', 'Docker', 'Laravel', 'React.js', 'Flutter', 'Next.js']",https://www.wanted.co.kr///wd/135906
646,Flutter 개발자(크로스플랫폼 개발자),룬샷컴퍼니,크로스플랫폼 앱 개발자,,,서울 테헤란로37길27,,"['WordPress', 'Git', 'Github', 'React', 'Java', 'JavaScript', 'Kotlin', 'Node.js', 'AWS', 'Docker', 'Spring Framework', 'GCP', 'Nginx', 'Flutter']",https://www.wanted.co.kr///wd/149818
647,웹 퍼블리셔,웰니스컴퍼니올리브,웹 퍼블리셔,,,서울 경기도 고양시 일산동구 동국로 32 동국대학교 산학협력관 509,,[],https://www.wanted.co.kr///wd/127647
648,Audio Engineer,텔레칩스,"영상,음성 엔지니어",,,"경기 경기도 성남시 금토로80번길 27, 텔레칩스 판교사옥",,"['Android', 'Linux', 'Embedded Linux']",https://www.wanted.co.kr///wd/154462
